scenario,phase,wall_time,ir_raw,red_raw,ir_mean,red_mean,ac_dc_ratio,peak_to_peak,bpm,spo2_est,amb_t,contact_status,contact_label,contact_conf,signal_present,contact_warmed_up,anomaly_score,anomaly_threshold,is_anomaly,anomaly_persisting_s,severity,temp_context
low_ir,ir_78600,1774761856.302,79407,109565,131000,109000,0.0186,1459.0,72,97.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.1896,-0.05826,YES,3.1,ALERT,STABLE
low_ir,ir_78600,1774761856.402,78345,108842,131000,109000,0.0191,1504.9,72,98.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.1963,-0.05826,YES,3.2,ALERT,STABLE
low_ir,ir_78600,1774761856.502,78757,108887,131000,109000,0.0165,1300.4,72,97.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.19292,-0.05826,YES,3.3,ALERT,STABLE
low_ir,ir_78600,1774761856.602,78315,108838,131000,109000,0.0195,1536.0,72,99.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.19134,-0.05826,YES,3.4,ALERT,STABLE
low_ir,ir_78600,1774761856.702,77328,108100,131000,109000,0.0218,1710.1,72,97.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.19527,-0.05826,YES,3.5,ALERT,STABLE
low_ir,ir_78600,1774761856.802,77835,108185,131000,109000,0.0181,1420.0,72,90.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.21189,-0.05826,YES,3.6,ALERT,STABLE
low_ir,ir_78600,1774761856.902,78928,109228,131000,109000,0.0224,1762.7,72,97.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.19703,-0.05826,YES,3.7,ALERT,STABLE
low_ir,ir_78600,1774761857.002,79974,109983,131000,109000,0.0179,1409.0,72,97.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.19254,-0.05826,YES,3.8,ALERT,STABLE
low_ir,ir_78600,1774761857.102,79488,109725,131000,109000,0.0218,1712.7,72,95.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.17897,-0.05826,YES,3.9,ALERT,STABLE
low_ir,ir_78600,1774761857.202,78326,108958,131000,109000,0.0183,1435.7,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.18015,-0.05826,YES,4.0,ALERT,STABLE
low_ir,ir_78600,1774761857.302,78387,108832,131000,109000,0.0173,1359.7,72,95.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.18173,-0.05826,YES,4.1,ALERT,STABLE
low_ir,ir_78600,1774761857.402,78418,109047,131000,109000,0.0212,1663.9,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.20151,-0.05826,YES,4.2,ALERT,STABLE
low_ir,ir_78600,1774761857.502,78027,108456,131000,109000,0.0187,1466.8,72,92.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.1875,-0.05826,YES,4.3,ALERT,STABLE
low_ir,ir_78600,1774761857.602,77435,108040,131000,109000,0.0179,1405.3,72,95.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.20244,-0.05826,YES,4.4,ALERT,STABLE
low_ir,ir_78600,1774761857.702,78328,108776,131000,109000,0.0211,1661.4,72,95.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.20855,-0.05826,YES,4.5,ALERT,STABLE
low_ir,ir_78600,1774761857.802,79746,110060,131000,109000,0.0178,1398.3,72,93.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.20543,-0.05826,YES,4.6,ALERT,STABLE
low_ir,ir_78600,1774761857.902,79664,110100,131000,109000,0.0167,1310.1,72,91.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.19481,-0.05826,YES,4.7,ALERT,STABLE
low_ir,ir_78600,1774761858.002,78696,109145,131000,109000,0.0185,1454.1,72,83.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.19875,-0.05826,YES,4.8,ALERT,STABLE
low_ir,ir_78600,1774761858.102,78230,108749,131000,109000,0.0196,1540.3,72,97.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.19954,-0.05826,YES,4.9,ALERT,STABLE
low_ir,ir_78600,1774761858.202,78577,108864,131000,109000,0.0182,1431.9,72,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.19458,-0.05826,YES,5.0,ALERT,STABLE
low_ir,ir_78600,1774761858.302,77834,108583,131000,109000,0.0178,1399.8,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.20523,-0.05826,YES,5.1,ALERT,STABLE
low_ir,ir_78600,1774761858.402,77440,108017,131000,109000,0.0173,1363.3,72,94.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.18484,-0.05826,YES,5.2,ALERT,STABLE
low_ir,ir_78600,1774761858.502,78287,108474,131000,109000,0.0197,1544.7,72,79.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.18376,-0.05826,YES,5.3,ALERT,STABLE
low_ir,ir_78600,1774761858.602,79387,109580,131000,109000,0.0193,1516.7,72,96.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.19836,-0.05826,YES,5.4,ALERT,STABLE
low_ir,ir_78600,1774761858.702,79557,110093,131000,109000,0.0175,1375.6,72,89.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.19016,-0.05826,YES,5.5,ALERT,STABLE
low_ir,ir_78600,1774761858.802,79096,109347,131000,109000,0.019,1495.7,72,97.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.19213,-0.05826,YES,5.6,ALERT,STABLE
low_ir,ir_78600,1774761858.902,78515,108831,131000,109000,0.0236,1858.6,72,74.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.20367,-0.05826,YES,5.7,ALERT,STABLE
low_ir,ir_78600,1774761859.002,78683,108924,131000,109000,0.0179,1404.7,72,93.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.19628,-0.05826,YES,5.8,ALERT,STABLE
low_ir,ir_78600,1774761859.102,78226,108803,131000,109000,0.0182,1433.5,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.19945,-0.05826,YES,5.9,ALERT,STABLE
low_ir,ir_78600,1774761859.202,77666,108143,131000,109000,0.0212,1668.7,72,93.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.18622,-0.05826,YES,6.0,ALERT,STABLE
low_ir,ir_78600,1774761859.302,77429,108212,131000,109000,0.0171,1342.3,72,97.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.21284,-0.05826,YES,6.1,ALERT,STABLE
low_ir,ir_78600,1774761859.402,78888,109231,131000,109000,0.0177,1389.1,72,95.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.18974,-0.05826,YES,6.2,ALERT,STABLE
low_ir,ir_78600,1774761859.502,80351,110369,131000,109000,0.0174,1369.1,72,95.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.19173,-0.05826,YES,6.3,ALERT,STABLE
low_ir,ir_78600,1774761859.602,79312,110021,131000,109000,0.0183,1434.6,72,84.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.1864,-0.05826,YES,6.4,ALERT,STABLE
low_ir,ir_78600,1774761859.702,78558,108865,131000,109000,0.0187,1469.0,72,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.20854,-0.05826,YES,6.5,ALERT,STABLE
low_ir,ir_78600,1774761859.802,78212,108762,131000,109000,0.0195,1533.7,72,99.0,24.5,GOOD,good_contact,0.93,YES,YES,-0.21772,-0.05826,YES,6.6,ALERT,STABLE
low_ir,ir_78600,1774761859.902,78465,109103,131000,109000,0.0173,1357.2,72,96.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.19174,-0.05826,YES,6.7,ALERT,STABLE
low_ir,ir_78600,1774761860.002,77837,108211,131000,109000,0.0172,1350.7,72,91.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.20183,-0.05826,YES,6.8,ALERT,STABLE
low_ir,ir_78600,1774761860.102,77610,108035,131000,109000,0.0187,1467.0,72,92.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.18827,-0.05826,YES,6.9,ALERT,STABLE
low_ir,ir_78600,1774761860.202,78338,108748,131000,109000,0.0204,1600.2,72,92.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.20876,-0.05826,YES,7.0,ALERT,STABLE
low_ir,ir_78600,1774761860.302,79682,110033,131000,109000,0.015,1179.0,72,92.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.20291,-0.05826,YES,7.1,ALERT,STABLE
low_ir,ir_78600,1774761860.402,79881,110056,131000,109000,0.0184,1449.6,72,95.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.1907,-0.05826,YES,7.2,ALERT,STABLE
low_ir,ir_78600,1774761860.502,78653,109269,131000,109000,0.0195,1529.2,72,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.17685,-0.05826,YES,7.3,ALERT,STABLE
low_ir,ir_78600,1774761860.602,78473,108798,131000,109000,0.0218,1712.4,72,81.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.20303,-0.05826,YES,7.4,ALERT,STABLE
low_ir,ir_78600,1774761860.702,78424,108763,131000,109000,0.0207,1630.6,72,85.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.17846,-0.05826,YES,7.5,ALERT,STABLE
low_ir,ir_78600,1774761860.802,78080,108552,131000,109000,0.0212,1668.7,72,94.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.20237,-0.05826,YES,7.6,ALERT,STABLE
low_ir,ir_78600,1774761860.902,77385,108199,131000,109000,0.0184,1446.2,72,98.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.19686,-0.05826,YES,7.7,ALERT,STABLE
low_ir,ir_78600,1774761861.002,78193,108442,131000,109000,0.0171,1340.4,72,85.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.17995,-0.05826,YES,7.8,ALERT,STABLE
low_ir,ir_78600,1774761861.102,78976,109682,131000,109000,0.02,1573.5,72,77.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.20023,-0.05826,YES,7.9,ALERT,STABLE
low_ir,ir_78600,1774761861.202,79842,110071,131000,109000,0.0224,1759.4,72,94.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.19376,-0.05826,YES,8.0,ALERT,STABLE
low_ir,ir_78600,1774761861.302,79066,109537,131000,109000,0.0214,1680.7,72,89.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.19181,-0.05826,YES,8.1,ALERT,STABLE
low_ir,ir_78600,1774761861.402,78501,108878,131000,109000,0.0192,1508.8,72,87.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.19183,-0.05826,YES,8.2,ALERT,STABLE
low_ir,ir_78600,1774761861.502,78396,108771,131000,109000,0.0167,1309.9,72,89.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.19049,-0.05826,YES,8.3,ALERT,STABLE
low_ir,ir_78600,1774761861.602,78233,108811,131000,109000,0.0186,1462.8,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.1853,-0.05826,YES,8.4,ALERT,STABLE
low_ir,ir_78600,1774761861.702,77723,108250,131000,109000,0.0185,1457.0,72,94.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.19638,-0.05826,YES,8.5,ALERT,STABLE
low_ir,ir_78600,1774761861.802,77500,108163,131000,109000,0.0158,1241.4,72,96.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.1952,-0.05826,YES,8.6,ALERT,STABLE
low_ir,ir_78600,1774761861.902,78899,109219,131000,109000,0.017,1338.4,72,96.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.19921,-0.05826,YES,8.7,ALERT,STABLE
low_ir,ir_78600,1774761862.002,79883,110085,131000,109000,0.0168,1317.5,72,94.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.20586,-0.05826,YES,8.8,ALERT,STABLE
low_ir,ir_78600,1774761862.102,79559,109826,131000,109000,0.0194,1522.2,72,94.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.20371,-0.05826,YES,8.9,ALERT,STABLE
low_ir,ir_78600,1774761862.202,78616,108934,131000,109000,0.0181,1425.7,72,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.20425,-0.05826,YES,9.0,ALERT,STABLE
low_ir,ir_78600,1774761862.303,78238,108841,131000,109000,0.0187,1472.4,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.19623,-0.05826,YES,9.1,ALERT,STABLE
low_ir,ir_78600,1774761862.403,78277,109122,131000,109000,0.0148,1160.3,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.21528,-0.05826,YES,9.2,ALERT,STABLE
low_ir,ir_78600,1774761862.503,77816,108453,131000,109000,0.0225,1766.0,72,97.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.18986,-0.05826,YES,9.3,ALERT,STABLE
low_ir,ir_78600,1774761862.603,77500,108111,131000,109000,0.0193,1514.3,72,95.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.21455,-0.05826,YES,9.4,ALERT,STABLE
low_ir,ir_78600,1774761862.703,78363,108779,131000,109000,0.0232,1825.4,72,93.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.20221,-0.05826,YES,9.5,ALERT,STABLE
low_ir,ir_78600,1774761862.803,79975,109824,131000,109000,0.022,1729.9,72,99.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.19367,-0.05826,YES,9.6,ALERT,STABLE
low_ir,ir_78600,1774761862.903,80017,110093,131000,109000,0.0204,1601.7,72,96.1,24.5,GOOD,good_contact,0.93,YES,YES,-0.19402,-0.05826,YES,9.7,ALERT,STABLE
low_ir,ir_78600,1774761863.003,78699,109178,131000,109000,0.0176,1385.2,72,77.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.19613,-0.05826,YES,9.8,ALERT,STABLE
low_ir,ir_78600,1774761863.103,77981,108767,131000,109000,0.0209,1646.6,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.18298,-0.05826,YES,9.9,ALERT,STABLE
low_ir,ir_78600,1774761863.203,78746,108915,131000,109000,0.0188,1476.9,72,99.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.19755,-0.05826,YES,10.0,ALERT,STABLE
low_ir,ir_78600,1774761863.303,78256,108706,131000,109000,0.0197,1550.7,72,94.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.20845,-0.05826,YES,10.1,ALERT,STABLE
low_ir,ir_78600,1774761863.403,77762,108114,131000,109000,0.021,1648.6,72,90.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.19448,-0.05826,YES,10.2,ALERT,STABLE
low_ir,ir_78600,1774761863.503,77818,108549,131000,109000,0.017,1339.5,72,99.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.21188,-0.05826,YES,10.3,ALERT,STABLE
low_ir,ir_78600,1774761863.603,79723,109620,131000,109000,0.0183,1435.7,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.20085,-0.05826,YES,10.4,ALERT,STABLE
low_ir,ir_78600,1774761863.703,79597,110310,131000,109000,0.0204,1605.8,72,86.3,24.5,GOOD,good_contact,0.93,YES,YES,-0.1899,-0.05826,YES,10.5,ALERT,STABLE
low_ir,ir_78600,1774761863.803,79357,109418,131000,109000,0.02,1568.8,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.18414,-0.05826,YES,10.6,ALERT,STABLE
low_ir,ir_78600,1774761863.903,77920,108849,131000,109000,0.0205,1612.1,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.19399,-0.05826,YES,10.7,ALERT,STABLE
low_ir,ir_78600,1774761864.003,78242,108837,131000,109000,0.0182,1431.3,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.19137,-0.05826,YES,10.8,ALERT,STABLE
low_ir,ir_78600,1774761864.103,78268,108874,131000,109000,0.0181,1422.2,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.2002,-0.05826,YES,10.9,ALERT,STABLE
low_ir,ir_78600,1774761864.203,77901,108213,131000,109000,0.0201,1579.7,72,89.7,24.5,GOOD,good_contact,0.93,YES,YES,-0.20797,-0.05826,YES,11.0,ALERT,STABLE
low_ir,ir_78600,1774761864.303,77872,108027,131000,109000,0.0193,1514.5,72,85.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.19725,-0.05826,YES,11.1,ALERT,STABLE
low_ir,ir_78600,1774761864.403,78673,109165,131000,109000,0.0214,1685.3,72,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.17761,-0.05826,YES,11.2,ALERT,STABLE
low_ir,ir_78600,1774761864.503,79911,110099,131000,109000,0.0155,1218.3,72,94.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.17785,-0.05826,YES,11.3,ALERT,STABLE
low_ir,ir_78600,1774761864.603,79344,109722,131000,109000,0.0193,1515.7,72,92.5,24.5,GOOD,good_contact,0.93,YES,YES,-0.18766,-0.05826,YES,11.4,ALERT,STABLE
low_ir,ir_78600,1774761864.703,78844,109124,131000,109000,0.0205,1613.1,72,100,24.5,GOOD,good_contact,0.93,YES,YES,-0.1998,-0.05826,YES,11.5,ALERT,STABLE
low_ir,ir_78600,1774761864.803,78208,108770,131000,109000,0.0206,1620.7,72,99.4,24.5,GOOD,good_contact,0.93,YES,YES,-0.18545,-0.05826,YES,11.6,ALERT,STABLE
low_ir,ir_78600,1774761864.903,78601,108747,131000,109000,0.018,1415.1,72,70,24.5,GOOD,good_contact,0.93,YES,YES,-0.18043,-0.05826,YES,11.7,ALERT,STABLE
low_ir,ir_78600,1774761865.003,77815,108430,131000,109000,0.0243,1909.0,72,96.9,24.5,GOOD,good_contact,0.93,YES,YES,-0.19574,-0.05826,YES,11.8,ALERT,STABLE
low_ir,ir_78600,1774761865.103,77725,108185,131000,109000,0.0205,1613.7,72,93.2,24.5,GOOD,good_contact,0.93,YES,YES,-0.19935,-0.05826,YES,11.9,ALERT,STABLE
normal,final_baseline,1774761865.203,129815,108326,131000,109000,0.03,3928.7,72,92.9,24.5,GOOD,good_contact,0.93,YES,YES,0.03388,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761865.303,134081,111274,131000,109000,0.0293,3839.9,72,87.8,24.5,GOOD,good_contact,0.93,YES,YES,-0.00575,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761865.403,133989,111670,131000,109000,0.0257,3363.6,72,83.2,24.5,GOOD,good_contact,0.93,YES,YES,0.03725,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761865.503,131949,109369,131000,109000,0.0286,3748.2,72,98.3,24.5,GOOD,good_contact,0.93,YES,YES,0.05078,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761865.603,130348,108408,131000,109000,0.0292,3821.5,72,82.7,24.5,GOOD,good_contact,0.93,YES,YES,0.00442,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761865.703,130676,108857,131000,109000,0.0291,3817.4,72,96.7,24.5,GOOD,good_contact,0.93,YES,YES,0.03583,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761865.803,129857,108041,131000,109000,0.0283,3713.8,72,84.8,24.5,GOOD,good_contact,0.93,YES,YES,0.0092,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761865.903,127906,106656,131000,109000,0.0287,3754.2,72,87.2,24.5,GOOD,good_contact,0.93,YES,YES,0.01089,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.003,129291,107391,131000,109000,0.0297,3885.1,72,81.7,24.5,GOOD,good_contact,0.93,YES,YES,0.03248,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.104,133167,110550,131000,109000,0.0302,3957.9,72,88.5,24.5,GOOD,good_contact,0.93,YES,YES,0.02612,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.204,134261,112008,131000,109000,0.0316,4135.9,72,82.3,24.5,GOOD,good_contact,0.93,YES,YES,0.02314,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.304,132918,110319,131000,109000,0.0321,4200.2,72,89.3,24.5,GOOD,good_contact,0.93,YES,YES,0.02228,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.404,130218,108502,131000,109000,0.0279,3654.8,72,90.9,24.5,GOOD,good_contact,0.93,YES,YES,0.02798,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.504,130494,108634,131000,109000,0.0289,3782.0,72,88.2,24.5,GOOD,good_contact,0.93,YES,YES,0.01039,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.604,130323,108628,131000,109000,0.0289,3787.3,72,93.5,24.5,GOOD,good_contact,0.93,YES,YES,0.00489,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.704,128234,107013,131000,109000,0.0294,3855.8,72,88.4,24.5,GOOD,good_contact,0.93,YES,YES,0.0073,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.804,128027,106874,131000,109000,0.0339,4438.8,72,88.5,24.5,GOOD,good_contact,0.93,YES,YES,0.03808,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761866.904,131372,109465,131000,109000,0.0288,3776.2,72,72.5,24.5,GOOD,good_contact,0.93,YES,YES,0.00592,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.004,134161,111846,131000,109000,0.0302,3958.0,72,83.0,24.5,GOOD,good_contact,0.93,YES,YES,0.02879,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.104,133289,111054,131000,109000,0.0298,3904.3,72,83.0,24.5,GOOD,good_contact,0.93,YES,YES,0.01026,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.204,130603,108924,131000,109000,0.0307,4027.2,72,100,24.5,GOOD,good_contact,0.93,YES,YES,0.03108,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.304,130576,108570,131000,109000,0.0267,3494.3,72,79.5,24.5,GOOD,good_contact,0.93,YES,YES,0.03218,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.404,130953,108833,131000,109000,0.0312,4085.4,72,70,24.5,GOOD,good_contact,0.93,YES,YES,0.01619,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.504,129417,107635,131000,109000,0.0281,3680.4,72,84.1,24.5,GOOD,good_contact,0.93,YES,YES,0.02786,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.604,127796,106494,131000,109000,0.0295,3865.5,72,86.5,24.5,GOOD,good_contact,0.93,YES,YES,0.04077,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.704,130271,108518,131000,109000,0.0313,4097.9,72,90.1,24.5,GOOD,good_contact,0.93,YES,YES,0.01026,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.804,133826,111322,131000,109000,0.0303,3964.7,72,85.3,24.5,GOOD,good_contact,0.93,YES,YES,0.03577,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761867.904,134007,111701,131000,109000,0.027,3535.9,72,83.0,24.5,GOOD,good_contact,0.93,YES,YES,0.04267,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.004,131095,109470,131000,109000,0.0279,3658.4,72,70,24.5,GOOD,good_contact,0.93,YES,YES,0.03514,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.104,130299,108201,131000,109000,0.027,3530.9,72,75.8,24.5,GOOD,good_contact,0.93,YES,YES,0.01619,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.204,130940,108884,131000,109000,0.03,3936.4,72,70,24.5,GOOD,good_contact,0.93,YES,YES,0.04634,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.304,129778,108144,131000,109000,0.0292,3825.4,72,88.9,24.5,GOOD,good_contact,0.93,YES,YES,0.0088,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.404,128108,106629,131000,109000,0.0297,3891.2,72,85.4,24.5,GOOD,good_contact,0.93,YES,YES,0.03243,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.504,129042,107423,131000,109000,0.0261,3419.9,72,85.8,24.5,GOOD,good_contact,0.93,YES,YES,0.03258,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.604,132814,110520,131000,109000,0.0298,3909.2,72,84.8,24.5,GOOD,good_contact,0.93,YES,YES,0.01757,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.704,134349,111892,131000,109000,0.0285,3731.3,72,84.1,24.5,GOOD,good_contact,0.93,YES,YES,0.02826,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.804,132379,110209,131000,109000,0.027,3534.1,72,83.6,24.5,GOOD,good_contact,0.93,YES,YES,0.01889,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761868.904,130046,108445,131000,109000,0.0298,3908.0,72,92.5,24.5,GOOD,good_contact,0.93,YES,YES,0.02757,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.004,130511,108602,131000,109000,0.0304,3980.1,72,85.5,24.5,GOOD,good_contact,0.93,YES,YES,0.00732,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.104,130518,108469,131000,109000,0.0294,3855.6,72,76.9,24.5,GOOD,good_contact,0.93,YES,YES,0.02272,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.204,128528,107064,131000,109000,0.028,3670.8,72,86.5,24.5,GOOD,good_contact,0.93,YES,YES,0.00681,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.304,128288,106729,131000,109000,0.0292,3829.0,72,84.8,24.5,GOOD,good_contact,0.93,YES,YES,0.01588,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.404,131318,109503,131000,109000,0.0296,3880.4,72,70,24.5,GOOD,good_contact,0.93,YES,YES,0.02223,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.504,134384,111930,131000,109000,0.0286,3745.8,72,84.0,24.5,GOOD,good_contact,0.93,YES,YES,0.02887,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.604,133199,111058,131000,109000,0.0288,3771.4,72,81.9,24.5,GOOD,good_contact,0.93,YES,YES,0.03277,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.704,130792,108812,131000,109000,0.0272,3559.6,72,82.9,24.5,GOOD,good_contact,0.93,YES,YES,0.02191,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.804,130248,108349,131000,109000,0.0309,4050.2,72,84.0,24.5,GOOD,good_contact,0.93,YES,YES,0.04038,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761869.904,130283,108572,131000,109000,0.0267,3496.1,72,92.0,24.5,GOOD,good_contact,0.93,YES,YES,0.02735,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761870.004,129816,107478,131000,109000,0.0285,3736.6,72,71.4,24.5,GOOD,good_contact,0.93,YES,YES,0.04499,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761870.104,127963,106651,131000,109000,0.0304,3986.8,72,86.8,24.5,GOOD,good_contact,0.93,YES,YES,0.02456,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761870.204,130448,108470,131000,109000,0.0269,3519.4,72,81.2,24.5,GOOD,good_contact,0.93,YES,YES,0.02238,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761870.304,133720,111365,131000,109000,0.0272,3557.3,72,83.9,24.5,GOOD,good_contact,0.93,YES,YES,0.01005,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761870.404,134177,111627,131000,109000,0.0311,4077.1,72,85.2,24.5,GOOD,good_contact,0.93,YES,YES,0.02816,-0.05826,NO,,NORMAL,STABLE
normal,final_baseline,1774761870.504,131869,109589,131000,109000,0.0307,4027.6,72,89.6,24.5,GOOD,good_contact,0.93,YES,YES,-0.02802,-0.05826,NO,,NORMAL,STABLE
